© 2000-2024 QIAGEN. All rights reserved.

ID	Symbol	Source	miRNA Confidence	Symbol	Pathway	
hsa-miR-200c-3p	miR-200b-3p (and other miRNAs w/seed AAUACUG)	TargetScan Mouse,Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,Moderate (predicted)	PPM1F	Activation of NMDA receptors and postsynaptic events,AMPK Signaling	
hsa-miR-200c-3p	miR-200b-3p (and other miRNAs w/seed AAUACUG)	Ingenuity Expert Findings	Experimentally Observed	PTEN	3-phosphoinositide Biosynthesis,3-phosphoinositide Degradation,Autism Signaling Pathway,Autophagy,B Cell Receptor Signaling,BEX2 Signaling Pathway,Cachexia Signaling Pathway,Cancer Drug Resistance by Drug Efflux,Cardiac Hypertrophy Signaling (Enhanced),CDX Gastrointestinal Cancer Signaling Pathway,Chronic Myeloid Leukemia Signaling,CSDE1 Signaling Pathway,D-myo-inositol (1,3,4)-trisphosphate Biosynthesis,D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis,D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis,D-myo-inositol-5-phosphate Metabolism,Deubiquitination,Endometrial Cancer Signaling,Epithelial Adherens Junction Signaling,ERB2-ERBB3 Signaling,Estrogen Receptor Signaling,FAK Signaling,Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes,Glioblastoma Multiforme Signaling,Glioma Signaling,Hepatic Fibrosis Signaling Pathway,HER-2 Signaling in Breast Cancer,Hereditary Breast Cancer Signaling,HOTAIR Regulatory Pathway,Hypoxia Signaling in the Cardiovascular System,ICOS-ICOSL Signaling in T Helper Cells,ID1 Signaling Pathway,IL-17A Signaling in Airway Cells,ILK Signaling,Insulin Receptor Signaling,Integrin Signaling,Melanoma Signaling,Myelination Signaling Pathway,Neuregulin Signaling,Ovarian Cancer Signaling,p53 Signaling,PD-1, PD-L1 cancer immunotherapy pathway,PI Metabolism,PI3K Signaling in B Lymphocytes,PI3K/AKT Signaling,PIP3 activates AKT signaling,Prostate Cancer Signaling,Protein Kinase A Signaling,PTEN Regulation,PTEN Signaling,Pulmonary Fibrosis Idiopathic Signaling Pathway,RAR Activation,Role of Tissue Factor in Cancer,Senescence Pathway,Small Cell Lung Cancer Signaling,Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism,Superpathway of Inositol Phosphate Compounds,TCR signaling,Thyroid Cancer Signaling,Tight Junction Signaling,TP53 Regulates Metabolic Genes,Transcriptional Regulation by MECP2	
hsa-miR-200c-3p	miR-200b-3p (and other miRNAs w/seed AAUACUG)	TargetScan Mouse,Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,Moderate (predicted)	PTPN12	3-phosphoinositide Biosynthesis,3-phosphoinositide Degradation,D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis,D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis,D-myo-inositol-5-phosphate Metabolism,FAK Signaling,Interleukin-1 family signaling,Paxillin Signaling,Protein Kinase A Signaling,Signaling by EGFR,Signaling by ERBB2,Signaling by PDGF,Superpathway of Inositol Phosphate Compounds	
hsa-miR-200c-3p	miR-200b-3p (and other miRNAs w/seed AAUACUG)	TargetScan Mouse,Ingenuity Expert Findings	Experimentally Observed,High (predicted)	PTPN13	3-phosphoinositide Biosynthesis,3-phosphoinositide Degradation,Chronic Myeloid Leukemia Signaling,D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis,D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis,D-myo-inositol-5-phosphate Metabolism,Ephrin Receptor Signaling,Interleukin-1 family signaling,PI Metabolism,Protein Kinase A Signaling,RHO GTPase cycle,Superpathway of Inositol Phosphate Compounds	
hsa-miR-200c-3p	miR-200b-3p (and other miRNAs w/seed AAUACUG)	miRecords	Experimentally Observed	PTPRD	Protein Kinase A Signaling,Receptor-type tyrosine-protein phosphatases,Synaptic adhesion-like molecules	
hsa-miR-200c-3p	miR-200b-3p (and other miRNAs w/seed AAUACUG)	miRecords	Experimentally Observed	RERE	 	
hsa-miR-200c-3p	miR-200b-3p (and other miRNAs w/seed AAUACUG)	TargetScan Mouse,TargetScan Human,miRecords	Experimentally Observed,Moderate (predicted)	WASF3	Fcgamma receptor (FCGR) dependent phagocytosis,RHO GTPase cycle,RHO GTPases Activate WASPs and WAVEs,Signaling by Rho Family GTPases,Signaling by VEGF	
hsa-miR-200c-3p	miR-200b-3p (and other miRNAs w/seed AAUACUG)	miRecords	Experimentally Observed	WDR37	 	
hsa-miR-200c-3p	miR-200b-3p (and other miRNAs w/seed AAUACUG)	TargetScan Mouse,TarBase,TargetScan Human,miRecords	Experimentally Observed,High (predicted)	ZEB1	ATM Signaling,DNA Methylation and Transcriptional Repression Signaling,Interleukin-4 and Interleukin-13 signaling,PEDF Signaling,Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway,Regulation of the Epithelial-Mesenchymal Transition Pathway,Role of Tissue Factor in Cancer,Sumoylation Pathway	
hsa-miR-200c-3p	miR-200b-3p (and other miRNAs w/seed AAUACUG)	TargetScan Mouse,Ingenuity Expert Findings,TarBase,TargetScan Human,miRecords	Experimentally Observed,High (predicted)	ZEB2	Myelination Signaling Pathway,Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway,Regulation of the Epithelial-Mesenchymal Transition Pathway	
hsa-miR-200c-3p	miR-200b-3p (and other miRNAs w/seed AAUACUG)	TargetScan Mouse,TargetScan Human,miRecords	Experimentally Observed,High (predicted)	ZFPM2	Factors involved in megakaryocyte development and platelet production,Transcriptional regulation of testis differentiation	
hsa-miR-203a-3p	miR-203a-3p (and other miRNAs w/seed UGAAAUG)	miRecords	Experimentally Observed	ABL1	ATM Signaling,Axonal Guidance Signaling,B Cell Receptor Signaling,Bladder Cancer Signaling,Caveolar-mediated Endocytosis Signaling,CDK5 Signaling,Cell Cycle: G1/S Checkpoint Regulation,Cell Cycle: G2/M DNA Damage Checkpoint Regulation,Chronic Myeloid Leukemia Signaling,Coronavirus Pathogenesis Pathway,Cyclins and Cell Cycle Regulation,DNA Double Strand Break Response,DNA Double-Strand Break Repair by Homologous Recombination,Ephrin Receptor Signaling,Factors involved in megakaryocyte development and platelet production,Fcgamma receptor (FCGR) dependent phagocytosis,G Protein Signaling Mediated by Tubby,Glioma Signaling,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),IL-15 Production,Integrin Signaling,Leukocyte Extravasation Signaling,MicroRNA Biogenesis Signaling Pathway,Mitotic G1 phase and G1/S transition,Molecular Mechanisms of Cancer,Myogenesis,Non-Small Cell Lung Cancer Signaling,Ovarian Cancer Signaling,Pancreatic Adenocarcinoma Signaling,PDGF Signaling,PI3K Signaling in B Lymphocytes,Prostate Cancer Signaling,RHO GTPases Activate WASPs and WAVEs,ROBO SLIT Signaling Pathway,Signaling by ROBO receptors,Small Cell Lung Cancer Signaling,Sperm Motility,Telomerase Signaling,Transcriptional regulation by RUNX1,Transcriptional regulation by RUNX2,Virus Entry via Endocytic Pathways	
hsa-miR-203a-3p	miR-203a-3p (and other miRNAs w/seed UGAAAUG)	TargetScan Mouse,Ingenuity Expert Findings	Experimentally Observed,Moderate (predicted)	CREB1	Acetylcholine Receptor Signaling Pathway,Activation of NMDA receptors and postsynaptic events,AMPK Signaling,ATM Signaling,Autophagy,B Cell Receptor Signaling,BMP signaling pathway,Breast Cancer Regulation by Stathmin1,Calcium Signaling,cAMP-mediated signaling,Cardiac Hypertrophy Signaling,Cellular Effects of Sildenafil (Viagra),Circadian Clock,Circadian Rhythm Signaling,CLEAR Signaling Pathway,Corticotropin Releasing Hormone Signaling,CREB Signaling in Neurons,DAG and IP3 signaling,Dendritic Cell Maturation,Docosahexaenoic Acid (DHA) Signaling,Dopamine-DARPP32 Feedback in cAMP Signaling,Eicosanoid Signaling,Endocannabinoid Cancer Inhibition Pathway,Endocannabinoid Developing Neuron Pathway,Ephrin Receptor Signaling,ERK/MAPK Signaling,ERK5 Signaling,Estrogen Receptor Signaling,Estrogen-Dependent Breast Cancer Signaling,Extra-nuclear estrogen signaling,Factors Promoting Cardiogenesis in Vertebrates,FGF Signaling,FLT3 Signaling in Hematopoietic Progenitor Cells,G-Protein Coupled Receptor Signaling,Gap Junction Signaling,Gastrin-CREB signalling pathway via PKC and MAPK,GDNF Family Ligand-Receptor Interactions,Glucocorticoid Receptor Signaling,Glutaminergic Receptor Signaling Pathway (Enhanced),GNRH Signaling,Gαs Signaling,Heme signaling,Hepatic Fibrosis Signaling Pathway,Huntington's Disease Signaling,Hypoxia Signaling in the Cardiovascular System,IL-10 Signaling,IL-33 Signaling Pathway,IL-4 Signaling,ILK Signaling,Insulin Secretion Signaling Pathway,LPS-stimulated MAPK Signaling,Macrophage Alternative Activation Signaling Pathway,MAPK targets/ Nuclear events mediated by MAP kinases,Melanocyte Development and Pigmentation Signaling,Mitochondrial biogenesis,Mitochondrial Dysfunction,MSP-RON Signaling in Cancer Cells Pathway,MSP-RON Signaling in Macrophages Pathway,Myelination Signaling Pathway,NCAM signaling for neurite out-growth,Neuroinflammation Signaling Pathway,Neuropathic Pain Signaling in Dorsal Horn Neurons,Neuroprotective Role of THOP1 in Alzheimer's Disease,Neurotrophin/TRK Signaling,NGF Signaling,NGF-stimulated transcription,Opioid Signaling Pathway,Opioid Signalling,Osteoarthritis Pathway,Oxytocin in Brain Signaling Pathway,Oxytocin Signaling Pathway,P2Y Purinergic Receptor Signaling Pathway,p38 MAPK Signaling,PFKFB4 Signaling Pathway,Phospholipase C Signaling,PI3K Signaling in B Lymphocytes,PIP3 activates AKT signaling,Prostate Cancer Signaling,Protein Kinase A Signaling,RAR Activation,Relaxin Signaling,Ribonucleotide Reductase Signaling Pathway,Role of IL-17F in Allergic Inflammatory Airway Diseases,Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis,Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway,Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses,S100 Family Signaling Pathway,Serotonin Receptor Signaling,Sertoli Cell-Sertoli Cell Junction Signaling,Signaling by NOTCH2,Signaling by NTRK1 (TRKA),Sleep NREM Signaling Pathway,Sleep REM Signaling Pathway,Synaptic Long Term Potentiation,Synaptogenesis Signaling Pathway,Systemic Lupus Erythematosus in T Cell Signaling Pathway,Thrombin Signaling,Transcriptional Regulation by MECP2,Transcriptional regulation of granulopoiesis,White Adipose Tissue Browning Pathway,WNT/Ca+ pathway	
hsa-miR-203a-3p	miR-203a-3p (and other miRNAs w/seed UGAAAUG)	Ingenuity Expert Findings	Experimentally Observed	KIF5B	Insulin processing,Intra-Golgi and retrograde Golgi-to-ER traffic,Kinesins,MHC class II antigen presentation,Nuclear Cytoskeleton Signaling Pathway,RHO GTPases activate KTN1	
hsa-miR-203a-3p	miR-203a-3p (and other miRNAs w/seed UGAAAUG)	Ingenuity Expert Findings	Experimentally Observed	PRKCA	14-3-3-mediated Signaling,Acetylcholine Receptor Signaling Pathway,Adrenergic Receptor Signaling Pathway (Enhanced),Aldosterone Signaling in Epithelial Cells,Androgen Signaling,Apelin Cardiomyocyte Signaling Pathway,Apelin Endothelial Signaling Pathway,Apoptosis Signaling,Axonal Guidance Signaling,Beta-catenin independent WNT signaling,Breast Cancer Regulation by Stathmin1,Cachexia Signaling Pathway,Calcium-induced T Lymphocyte Apoptosis,Cardiac Hypertrophy Signaling (Enhanced),Caveolar-mediated Endocytosis Signaling,CCR3 Signaling in Eosinophils,CCR5 Signaling in Macrophages,Chemokine Signaling,Cholecystokinin/Gastrin-mediated Signaling,Circadian Rhythm Signaling,CLEAR Signaling Pathway,Corticotropin Releasing Hormone Signaling,CREB Signaling in Neurons,CXCR4 Signaling,DAG and IP3 signaling,DHCR24 Signaling Pathway,Docosahexaenoic Acid (DHA) Signaling,Dopamine-DARPP32 Feedback in cAMP Signaling,EGF Signaling,Eicosanoid Signaling,Endothelin-1 Signaling,eNOS Signaling,ERBB Signaling,ERBB4 Signaling,ERK/MAPK Signaling,Erythropoietin Signaling Pathway,Estrogen Receptor Signaling,Factors Promoting Cardiogenesis in Vertebrates,Fc Epsilon RI Signaling,Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes,FGF Signaling,fMLP Signaling in Neutrophils,G alpha (z) signalling events,G Beta Gamma Signaling,G-Protein Coupled Receptor Signaling,Gap Junction Signaling,Gastrin-CREB signalling pathway via PKC and MAPK,Glioma Signaling,Glutamate binding, activation of AMPA receptors and synaptic plasticity,Glutaminergic Receptor Signaling Pathway (Enhanced),GNRH Signaling,GP6 Signaling Pathway,GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells,Growth Hormone Signaling,Gαq Signaling,Hepatic Cholestasis,Hepatic Fibrosis Signaling Pathway,HER-2 Signaling in Breast Cancer,HGF Signaling,HIF1α Signaling,Human Embryonic Stem Cell Pluripotency,Huntington's Disease Signaling,IL-12 Signaling and Production in Macrophages,IL-17A Signaling in Fibroblasts,IL-3 Signaling,IL-8 Signaling,Insulin Secretion Signaling Pathway,Integration of energy metabolism,Leukocyte Extravasation Signaling,LPS-stimulated MAPK Signaling,Macropinocytosis Signaling,Mechanisms of Viral Exit from Host Cells,Melatonin Signaling,Mitotic Prophase,Molecular Mechanisms of Cancer,mTOR Signaling,Netrin Signaling,Neuregulin Signaling,Neuropathic Pain Signaling in Dorsal Horn Neurons,Neutrophil Extracellular Trap Signaling Pathway,NF-κB Activation by Viruses,Nitric Oxide Signaling in the Cardiovascular System,nNOS Signaling in Neurons,Non-Small Cell Lung Cancer Signaling,NRF2-mediated Oxidative Stress Response,NUR77 Signaling in T Lymphocytes,Opioid Signaling Pathway,Opioid Signalling,Orexin Signaling Pathway,Oxytocin in Brain Signaling Pathway,Oxytocin Signaling Pathway,P2Y Purinergic Receptor Signaling Pathway,p70S6K Signaling,Pancreatic Secretion Signaling Pathway,PDGF Signaling,Phagosome Formation,Phospholipase C Signaling,PPARα/RXRα Activation,Production of Nitric Oxide and Reactive Oxygen Species in Macrophages,Prolactin Signaling,Protein Kinase A Signaling,Pulmonary Healing Signaling Pathway,Regulation of mRNA stability by proteins that bind AU-rich elements,Renin-Angiotensin Signaling,Response to elevated platelet cytosolic Ca2+,RET signaling,RHO GTPases Activate NADPH Oxidases,RHOGDI Signaling,Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis,Role of MAPK Signaling in Promoting the Pathogenesis of Influenza,Role of MAPK Signaling in the Pathogenesis of Influenza,Role of NFAT in Cardiac Hypertrophy,Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses,Role of Tissue Factor in Cancer,S100 Family Signaling Pathway,Serotonin Receptor Signaling,Signaling by ERBB2,Signaling by ROBO receptors,Signaling by SCF-KIT,Signaling by VEGF,Sleep NREM Signaling Pathway,Sperm Motility,Synaptic Long Term Depression,Synaptic Long Term Potentiation,Syndecan interactions,Systemic Lupus Erythematosus in B Cell Signaling Pathway,TEC Kinase Signaling,Thrombin Signaling,Thrombopoietin Signaling,Type II Diabetes Mellitus Signaling,UVA-Induced MAPK Signaling,UVB-Induced MAPK Signaling,UVC-Induced MAPK Signaling,VDR/RXR Activation,VEGF Family Ligand-Receptor Interactions,VEGF Signaling,Virus Entry via Endocytic Pathways,Visual phototransduction,WNK Renal Signaling Pathway,WNT/Ca+ pathway,WNT/SHH Axonal Guidance Signaling Pathway,Wound Healing Signaling Pathway,Xenobiotic Metabolism CAR Signaling Pathway,Xenobiotic Metabolism General Signaling Pathway,Xenobiotic Metabolism PXR Signaling Pathway,Xenobiotic Metabolism Signaling,α-Adrenergic Signaling	
hsa-miR-203a-3p	miR-203a-3p (and other miRNAs w/seed UGAAAUG)	Ingenuity Expert Findings	Experimentally Observed	RUNX2	BMP signaling pathway,Estrogen Receptor Signaling,Gap Junction Signaling,HEY1 Signaling Pathway,Nuclear Cytoskeleton Signaling Pathway,Osteoarthritis Pathway,Regulation of RUNX2 expression and activity,Role of Chondrocytes in Rheumatoid Arthritis Signaling Pathway,Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway,Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis,TGF-β Signaling,Transcriptional regulation by RUNX1,Transcriptional regulation by RUNX2,VDR/RXR Activation,YAP1- and WWTR1 (TAZ)-stimulated gene expression	
hsa-miR-203a-3p	miR-203a-3p (and other miRNAs w/seed UGAAAUG)	miRecords	Experimentally Observed	SOCS3	3-phosphoinositide Biosynthesis,3-phosphoinositide Degradation,Acute Phase Response Signaling,Cachexia Signaling Pathway,Class I MHC mediated antigen processing and presentation,D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis,D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis,D-myo-inositol-5-phosphate Metabolism,FAK Signaling,FXR/RXR Activation,Growth hormone receptor signaling,Growth Hormone Signaling,Hematoma Resolution Signaling Pathway,IGF-1 Signaling,IL-10 Signaling,IL-12 Signaling and Production in Macrophages,IL-13 Signaling Pathway,IL-22 Signaling,IL-23 Signaling Pathway,IL-27 Signaling Pathway,IL-6 Signaling,IL-9 Signaling,Insulin Receptor Signaling,Interferon alpha/beta signaling,Interferon gamma signaling,Interleukin-20 family signaling,Interleukin-4 and Interleukin-13 signaling,Interleukin-6 family signaling,JAK/STAT Signaling,Leptin Signaling in Obesity,Macrophage Alternative Activation Signaling Pathway,Macrophage Classical Activation Signaling Pathway,MSP-RON Signaling in Macrophages Pathway,NAFLD Signaling Pathway,Neddylation,Pathogen Induced Cytokine Storm Signaling Pathway,Prolactin Signaling,RAR Activation,Role of JAK family kinases in IL-6-type Cytokine Signaling,Role of JAK1 and JAK3 in γc Cytokine Signaling,Role of JAK2 in Hormone-like Cytokine Signaling,Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis,Signaling by CSF3 (G-CSF),Signaling by Leptin,Signaling by PTK6,STAT3 Pathway,Superpathway of Inositol Phosphate Compounds,Th1 and Th2 Activation Pathway,Th1 Pathway,Th17 Activation Pathway,Th2 Pathway,Transcriptional regulation by RUNX1,Type I Diabetes Mellitus Signaling,Type II Diabetes Mellitus Signaling	
hsa-miR-203a-3p	miR-203a-3p (and other miRNAs w/seed UGAAAUG)	Ingenuity Expert Findings,miRecords	Experimentally Observed	TP63	Calcium Signaling,Intrinsic Pathway for Apoptosis,p53 Signaling,Pyroptosis,Regulation of TP53 Activity through Association with Co-factors,S100 Family Signaling Pathway,Serotonin Receptor Signaling,TP53 Regulates Metabolic Genes,TP53 Regulates Transcription of Cell Death Genes,WNT/SHH Axonal Guidance Signaling Pathway	
hsa-miR-204-5p	miR-204-5p (and other miRNAs w/seed UCCCUUU)	miRecords	Experimentally Observed	ARPC1B	Actin Cytoskeleton Signaling,Actin Nucleation by ARP-WASP Complex,Axonal Guidance Signaling,CD28 Signaling in T Helper Cells,CDC42 Signaling,Clathrin-mediated Endocytosis Signaling,EPH-Ephrin signaling,Ephrin Receptor Signaling,Epithelial Adherens Junction Signaling,FAK Signaling,Fcgamma receptor (FCGR) dependent phagocytosis,Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes,fMLP Signaling in Neutrophils,Integrin Signaling,Netrin Signaling,Phagosome Formation,RAC Signaling,Reelin Signaling in Neurons,Regulation of Actin-based Motility by Rho,Remodeling of Epithelial Adherens Junctions,RHO GTPases Activate WASPs and WAVEs,RHOA Signaling,RHOGDI Signaling,ROBO SLIT Signaling Pathway,Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced),Signaling by Rho Family GTPases,Synaptogenesis Signaling Pathway	
hsa-miR-204-5p	miR-204-5p (and other miRNAs w/seed UCCCUUU)	miRecords	Experimentally Observed	ATP2B1	Calcium Signaling,Calcium Transport I,Cardiac conduction,Ion channel transport,Oxytocin Signaling Pathway,Pancreatic Secretion Signaling Pathway,Platelet homeostasis,Sensory processing of sound by inner hair cells of the cochlea	
hsa-miR-204-5p	miR-204-5p (and other miRNAs w/seed UCCCUUU)	miRecords	Experimentally Observed	AURKB	Breast Cancer Regulation by Stathmin1,Cell Cycle Checkpoints,Chronic Myeloid Leukemia Signaling,Cohesin Chromatin Regulation Pathway,Histone Modification Signaling Pathway,Kinetochore Metaphase Signaling Pathway,Mitotic Metaphase and Anaphase,Mitotic Prometaphase,Regulation of mitotic cell cycle,Regulation of TP53 Activity through Phosphorylation,RHO GTPases Activate Formins,SUMOylation of DNA replication proteins,Transcriptional Regulation by MECP2	
hsa-miR-204-5p	miR-204-5p (and other miRNAs w/seed UCCCUUU)	miRecords	Experimentally Observed	BMP1	Assembly of collagen fibrils and other multimeric structures,Axonal Guidance Signaling,Basal Cell Carcinoma Signaling,BMP signaling pathway,CDX Gastrointestinal Cancer Signaling Pathway,Collagen biosynthesis and modifying enzymes,Degradation of the extracellular matrix,Factors Promoting Cardiogenesis in Vertebrates,HEY1 Signaling Pathway,Human Embryonic Stem Cell Pluripotency,Iron homeostasis signaling pathway,Molecular Mechanisms of Cancer,Myelination Signaling Pathway,Plasma lipoprotein assembly, remodeling, and clearance,Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency,Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	
hsa-miR-204-5p	miR-204-5p (and other miRNAs w/seed UCCCUUU)	Ingenuity Expert Findings	Experimentally Observed	BMP2	Adipogenesis pathway,Axonal Guidance Signaling,Basal Cell Carcinoma Signaling,BMP signaling pathway,Cardiomyocyte Differentiation via BMP Receptors,CDX Gastrointestinal Cancer Signaling Pathway,Elastic fibre formation,Factors Promoting Cardiogenesis in Vertebrates,HEY1 Signaling Pathway,Human Embryonic Stem Cell Pluripotency,ID1 Signaling Pathway,IL-10 Signaling,ILK Signaling,Iron homeostasis signaling pathway,Molecular Mechanisms of Cancer,Myelination Signaling Pathway,NF-κB Signaling,Osteoarthritis Pathway,Regulation of RUNX2 expression and activity,Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency,Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway,Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis,Signaling by BMP,TGF-β Signaling,Transcriptional regulation by RUNX2	
hsa-miR-204-5p	miR-204-5p (and other miRNAs w/seed UCCCUUU)	miRecords	Experimentally Observed	CDC25B	3-phosphoinositide Biosynthesis,3-phosphoinositide Degradation,Cell Cycle: G2/M DNA Damage Checkpoint Regulation,D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis,D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis,D-myo-inositol-5-phosphate Metabolism,Mitotic G2-G2/M phases,Mitotic Roles of Polo-Like Kinase,Molecular Mechanisms of Cancer,p38 MAPK Signaling,Protein Kinase A Signaling,S Phase,Senescence Pathway,Superpathway of Inositol Phosphate Compounds	
hsa-miR-204-5p	miR-204-5p (and other miRNAs w/seed UCCCUUU)	miRecords	Experimentally Observed	CDH11	Cell junction organization,Gα12/13 Signaling,Nuclear Cytoskeleton Signaling Pathway,RHOGDI Signaling,Sertoli Cell-Sertoli Cell Junction Signaling,Signaling by Rho Family GTPases,Synaptogenesis Signaling Pathway	
hsa-miR-204-5p	miR-204-5p (and other miRNAs w/seed UCCCUUU)	miRecords	Experimentally Observed	CTSC	Cargo concentration in the ER,COPII-mediated vesicle transport,MHC class II antigen presentation,Neutrophil degranulation,Phagosome Maturation,Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway	
hsa-miR-204-5p	miR-204-5p (and other miRNAs w/seed UCCCUUU)	miRecords	Experimentally Observed	EFNB1	Axonal Guidance Signaling,CDX Gastrointestinal Cancer Signaling Pathway,EPH-Ephrin signaling,Ephrin B Signaling,Ephrin Receptor Signaling,FAK Signaling,PCP (Planar Cell Polarity) Pathway,Synaptogenesis Signaling Pathway	
hsa-miR-204-5p	miR-204-5p (and other miRNAs w/seed UCCCUUU)	miRecords	Experimentally Observed	ERF	Oncogene Induced Senescence	
hsa-miR-204-5p	miR-204-5p (and other miRNAs w/seed UCCCUUU)	TargetScan Human,miRecords	Experimentally Observed,Moderate (predicted)	FBN2	Degradation of the extracellular matrix,Elastic fibre formation	
hsa-miR-204-5p	miR-204-5p (and other miRNAs w/seed UCCCUUU)	TargetScan Human,miRecords	Experimentally Observed,High (predicted)	HMGA2	DNA Damage/Telomere Stress Induced Senescence,Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway,Regulation of the Epithelial-Mesenchymal Transition Pathway	
hsa-miR-204-5p	miR-204-5p (and other miRNAs w/seed UCCCUUU)	TargetScan Human,miRecords	Experimentally Observed,Moderate (predicted)	HOXB7	 	
hsa-miR-204-5p	miR-204-5p (and other miRNAs w/seed UCCCUUU)	miRecords	Experimentally Observed	ITGB4	Actin Cytoskeleton Signaling,Actin Nucleation by ARP-WASP Complex,Assembly of collagen fibrils and other multimeric structures,Axonal Guidance Signaling,Cardiac Hypertrophy Signaling (Enhanced),Caveolar-mediated Endocytosis Signaling,CDC42 Signaling,Cell junction organization,Clathrin-mediated Endocytosis Signaling,Ephrin Receptor Signaling,ERK/MAPK Signaling,Extracellular matrix organization,FAK Signaling,Hepatic Fibrosis Signaling Pathway,HER-2 Signaling in Breast Cancer,HGF Signaling,ILK Signaling,Integrin Signaling,Macropinocytosis Signaling,Molecular Mechanisms of Cancer,MSP-RON Signaling in Cancer Cells Pathway,Myelination Signaling Pathway,Neuregulin Signaling,Nuclear Cytoskeleton Signaling Pathway,Osteoarthritis Pathway,PAK Signaling,Paxillin Signaling,Phagosome Formation,Phospholipase C Signaling,PI3K/AKT Signaling,PTEN Signaling,RAC Signaling,Regulation of Actin-based Motility by Rho,Regulation of Cellular Mechanics by Calpain Protease,Regulation of eIF4 and p70S6K Signaling,RHOGDI Signaling,Semaphorin Neuronal Repulsive Signaling Pathway,Signaling by Rho Family GTPases,Syndecan interactions,TEC Kinase Signaling,Virus Entry via Endocytic Pathways,Wound Healing Signaling Pathway	
hsa-miR-204-5p	miR-204-5p (and other miRNAs w/seed UCCCUUU)	miRecords	Experimentally Observed	MMP3	Activation of Matrix Metalloproteinases,Agranulocyte Adhesion and Diapedesis,Assembly of collagen fibrils and other multimeric structures,Atherosclerosis Signaling,Axonal Guidance Signaling,Bladder Cancer Signaling,Chaperone Mediated Autophagy Signaling Pathway,Collagen degradation,Colorectal Cancer Metastasis Signaling,Degradation of the extracellular matrix,Estrogen Receptor Signaling,Extra-nuclear estrogen signaling,Gastrin-CREB signalling pathway via PKC and MAPK,Glucocorticoid Receptor Signaling,Granulocyte Adhesion and Diapedesis,Hematoma Resolution Signaling Pathway,HEY1 Signaling Pathway,HIF1α Signaling,HOTAIR Regulatory Pathway,IL-17 Signaling,IL-17A Signaling in Fibroblasts,Inhibition of Matrix Metalloproteases,Interleukin-4 and Interleukin-13 signaling,Leukocyte Extravasation Signaling,Molecular Mechanisms of Cancer,Neuroinflammation Signaling Pathway,Oncostatin M Signaling,Osteoarthritis Pathway,Pulmonary Fibrosis Idiopathic Signaling Pathway,Pulmonary Healing Signaling Pathway,RAR Activation,Role of Chondrocytes in Rheumatoid Arthritis Signaling Pathway,Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis,Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway,Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis,Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway,S100 Family Signaling Pathway,Tumor Microenvironment Pathway	
